TIPO;ESTRATO ;CONSUMO JULIO 2020;CONSUMO AGOSTO 2020.;CONSUMO SEPTIEMBRE 2020.;CONSUMO OCTUBRE 2020.;CONSUMO NOVIEM 2020.;CONSUMO DICIEMBRE 2020.;PROMEDIO
RESIDENCIAL;ESTRATO 1.0;22;23;40;36;27;29;29.5
RESIDENCIAL;ESTRATO 2;7;23;15;18;6;19;1.466.666.667
RESIDENCIAL;ESTRATO 2;25;0;0;0;0;0;4.166.666.667
RESIDENCIAL;ESTRATO 2;69;55;102;32;95;223;96
RESIDENCIAL;ESTRATO 2;4;5;8;4;10;27;9.666.666.667
RESIDENCIAL;ESTRATO 2;9;6;8;10;7;1;6.833.333.333
RESIDENCIAL;ESTRATO 2;11;10;14;13;6;7;1.016.666.667
RESIDENCIAL;ESTRATO 2;12;9;13;16;9;17;1.266.666.667
RESIDENCIAL;ESTRATO 2;57;42;62;57;37;36;48.5
RESIDENCIAL;ESTRATO 2;43;35;36;37;17;17;3.083.333.333
RESIDENCIAL;ESTRATO 2;2;9;25;21;17;18;1.533.333.333
RESIDENCIAL;ESTRATO 2;26;20;27;41;21;24;26.5
RESIDENCIAL;ESTRATO 2;0;3;2;14;7;3;4.833.333.333
RESIDENCIAL;ESTRATO 2;16;12;15;18;11;2;1.233.333.333
RESIDENCIAL;ESTRATO 2;27;24;19;24;11;13;1.966.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;11;0;0;1.833.333.333
RESIDENCIAL;ESTRATO 2;31;28;42;34;35;8;2.966.666.667
RESIDENCIAL;ESTRATO 1.0;13;9;21;22;18;19;17
RESIDENCIAL;ESTRATO 1.0;10;6;8;2;16;11;8.833.333.333
RESIDENCIAL;ESTRATO 1.0;57;3;11;10;10;2;15.5
RESIDENCIAL;ESTRATO 2;14;10;15;18;10;20;14.5
RESIDENCIAL;ESTRATO 2;31;22;38;48;35;43;3.616.666.667
RESIDENCIAL;ESTRATO 2;16;16;28;33;3;46;2.366.666.667
RESIDENCIAL;ESTRATO 2;0;64;31;38;30;35;33
RESIDENCIAL;ESTRATO 2;4;2;4;4;2;4;3.333.333.333
RESIDENCIAL;ESTRATO 2;21;15;23;30;14;53;26
RESIDENCIAL;ESTRATO 2;34;29;34;40;26;41;34
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 3;18;18;18;23;15;9;1.683.333.333
RESIDENCIAL;ESTRATO 3;18;15;12;18;20;26;1.816.666.667
RESIDENCIAL;ESTRATO 3;17;13;37;25;16;38;2.433.333.333
RESIDENCIAL;ESTRATO 3;4;4;5;5;4;5;4.5
RESIDENCIAL;ESTRATO 3;11;1;2;3;4;12;5.5
RESIDENCIAL;ESTRATO 3;10;8;9;11;7;10;9.166.666.667
RESIDENCIAL;ESTRATO 3;51;44;32;37;28;30;37
RESIDENCIAL;ESTRATO 3;19;15;16;20;15;18;1.716.666.667
RESIDENCIAL;ESTRATO 3;26;20;24;28;23;27;2.466.666.667
RESIDENCIAL;ESTRATO 3;18;8;11;12;6;2;9.5
RESIDENCIAL;ESTRATO 3;20;20;0;37;15;20;1.866.666.667
RESIDENCIAL;ESTRATO 3;3;3;4;4;3;8;4.166.666.667
RESIDENCIAL;ESTRATO 3;6;39;28;27;17;13;2.166.666.667
RESIDENCIAL;ESTRATO 3;0;0;0;0;1;0;0.1666666667
RESIDENCIAL;ESTRATO 3;25;18;24;26;17;22;22
RESIDENCIAL;ESTRATO 3;21;18;23;30;18;42;2.533.333.333
RESIDENCIAL;ESTRATO 3;0;4;2;3;13;8;5
RESIDENCIAL;ESTRATO 3;0;15;29;26;12;6;1.466.666.667
RESIDENCIAL;ESTRATO 3;1;0;15;9;8;23;9.333.333.333
RESIDENCIAL;ESTRATO 3;17;14;13;15;12;15;1.433.333.333
RESIDENCIAL;ESTRATO 2;14;3;9;0;0;16;7
RESIDENCIAL;ESTRATO 3;0;1;1;3;4;0;1.5
RESIDENCIAL;ESTRATO 3;16;1;4;8;5;7;6.833.333.333
RESIDENCIAL;ESTRATO 3;13;9;10;7;16;13;1.133.333.333
RESIDENCIAL;ESTRATO 3;26;21;12;33;17;19;2.133.333.333
RESIDENCIAL;ESTRATO 2;439;317;397;445;282;626;4.176.666.667
RESIDENCIAL;ESTRATO 3;1;5;2;2;1;3;2.333.333.333
RESIDENCIAL;ESTRATO 3;23;18;20;26;19;23;21.5
RESIDENCIAL;ESTRATO 3;18;23;29;28;17;24;2.316.666.667
RESIDENCIAL;ESTRATO 3;3;39;32;16;0;19;1.816.666.667
RESIDENCIAL;ESTRATO 3;26;19;65;41;3;23;29.5
RESIDENCIAL;ESTRATO 3;10;7;7;10;9;9;8.666.666.667
RESIDENCIAL;ESTRATO 3;19;12;22;31;14;14;1.866.666.667
RESIDENCIAL;ESTRATO 3;11;8;10;12;9;11;1.016.666.667
RESIDENCIAL;ESTRATO 3;33;15;21;21;27;30;24.5
RESIDENCIAL;ESTRATO 3;20;19;19;22;16;20;1.933.333.333
RESIDENCIAL;ESTRATO 3;20;23;23;19;21;12;1.966.666.667
RESIDENCIAL;ESTRATO 3;12;7;10;14;9;16;1.133.333.333
RESIDENCIAL;ESTRATO 3;11;9;11;8;5;10;9
RESIDENCIAL;ESTRATO 2;16;14;15;18;14;15;1.533.333.333
RESIDENCIAL;ESTRATO 3;19;14;15;12;2;22;14
RESIDENCIAL;ESTRATO 2;20;17;8;16;13;14;1.466.666.667
RESIDENCIAL;ESTRATO 2;7;6;7;10;6;8;7.333.333.333
RESIDENCIAL;ESTRATO 2;12;12;11;15;11;8;11.5
RESIDENCIAL;ESTRATO 2;30;21;26;0;55;28;2.666.666.667
RESIDENCIAL;ESTRATO 2;10;5;3;6;3;1;4.666.666.667
RESIDENCIAL;ESTRATO 2;12;15;29;21;62;49;3.133.333.333
RESIDENCIAL;ESTRATO 2;38;38;37;29;34;33;3.483.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;4;4;1.333.333.333
RESIDENCIAL;ESTRATO 2;1;0;0;1;0;0;0.3333333333
RESIDENCIAL;ESTRATO 2;11;9;7;5;8;7;7.833.333.333
RESIDENCIAL;ESTRATO 2;19;22;20;14;19;11;17.5
RESIDENCIAL;ESTRATO 2;17;21;15;8;11;10;1.366.666.667
RESIDENCIAL;ESTRATO 2;0;0;1;1;0;0;0.3333333333
RESIDENCIAL;ESTRATO 2;1;2;10;12;13;16;9
RESIDENCIAL;ESTRATO 2;4;1;1;1;0;0;1.166.666.667
RESIDENCIAL;ESTRATO 2;7;15;21;15;13;10;13.5
RESIDENCIAL;ESTRATO 2;1;2;9;14;21;9;9.333.333.333
RESIDENCIAL;ESTRATO 2;8;8;6;8;5;3;6.333.333.333
RESIDENCIAL;ESTRATO 2;11;15;11;1;1;0;6.5
RESIDENCIAL;ESTRATO 2;3;34;6;0;5;2;8.333.333.333
RESIDENCIAL;ESTRATO 2;0;0;1;0;0;0;0.1666666667
RESIDENCIAL;ESTRATO 2;1;0;0;0;0;0;0.1666666667
RESIDENCIAL;ESTRATO 2;4;4;3;4;8;6;4.833.333.333
RESIDENCIAL;ESTRATO 2;12;13;13;14;17;14;1.383.333.333
RESIDENCIAL;ESTRATO 2;6;6;5;0;2;5;4
RESIDENCIAL;ESTRATO 2;3;1;0;0;1;1;1
RESIDENCIAL;ESTRATO 1;9;9;7;6;9;6;7.666.666.667
RESIDENCIAL;ESTRATO 2;24;29;24;26;41;38;3.033.333.333
RESIDENCIAL;ESTRATO 2;20;22;31;59;43;125;50
RESIDENCIAL;ESTRATO 2;16;15;15;29;17;17;1.816.666.667
RESIDENCIAL;ESTRATO 2;11;63;11;13;19;20;2.283.333.333
RESIDENCIAL;ESTRATO 2;19;25;26;26;50;54;3.333.333.333
